id,pers_num,gp_name,team,pos,time,year,round,pilot,code,circuit,color,lon,lat
0,2,Great Britain,ALFA ROMEO,1,2:13:23.600,1950,1,G.Farina,GBR,Silverstone,#ffccb3,-1.0169,52.071221
1,3,Great Britain,ALFA ROMEO,2,2:13:26.200,1950,1,L.Fagioli,GBR,Silverstone,#ffffff,-1.0169,52.071221
2,4,Great Britain,ALFA ROMEO,3,2:14:15.600,1950,1,R.Parnell,GBR,Silverstone,#ffffff,-1.0169,52.071221
3,14,Great Britain,TALBOT,4,,1950,1,Y.Giraud-Cabantous,GBR,Silverstone,#ffffff,-1.0169,52.071221
4,15,Great Britain,TALBOT,5,,1950,1,L.Rosier,GBR,Silverstone,#ffffff,-1.0169,52.071221
5,12,Great Britain,ERA,6,,1950,1,B.Gerard,GBR,Silverstone,#ffffff,-1.0169,52.071221
6,11,Great Britain,ERA,7,,1950,1,C.Harrison,GBR,Silverstone,#ffffff,-1.0169,52.071221
7,16,Great Britain,TALBOT,8,,1950,1,P.Etancelin,GBR,Silverstone,#ffffff,-1.0169,52.071221
8,6,Great Britain,MASERATI,9,,1950,1,D.Hampshire,GBR,Silverstone,#ffffff,-1.0169,52.071221
9,10,Great Britain,MASERATI,10,,1950,1,J.Fry,GBR,Silverstone,#ffffff,-1.0169,52.071221
10,10,Great Britain,MASERATI,10,,1950,1,B.Shawe-Taylor,GBR,Silverstone,#ffffff,-1.0169,52.071221
11,18,Great Britain,TALBOT,11,,1950,1,J.Claes,GBR,Silverstone,#ffffff,-1.0169,52.071221
12,1,Great Britain,ALFA ROMEO,r,,1950,1,J.M.Fangio,GBR,Silverstone,#ffffff,-1.0169,52.071221
13,23,Great Britain,ALTA　　,nc,,1950,1,J.Kelly,GBR,Silverstone,#ffffff,-1.0169,52.071221
14,21,Great Britain,MASERATI,r,,1950,1,B.Bira,GBR,Silverstone,#ffffff,-1.0169,52.071221
15,5,Great Britain,MASERATI,r,,1950,1,D.Murray,GBR,Silverstone,#ffffff,-1.0169,52.071221
16,24,Great Britain,ALTA　　,r,,1950,1,G.Crossley,GBR,Silverstone,#ffffff,-1.0169,52.071221
17,20,Great Britain,MASERATI,r,,1950,1,E.de Graffenried,GBR,Silverstone,#ffffff,-1.0169,52.071221
18,19,Great Britain,MASERATI,r,,1950,1,L.Chiron,GBR,Silverstone,#ffffff,-1.0169,52.071221
19,17,Great Britain,TALBOT,r,,1950,1,E.Martin,GBR,Silverstone,#ffffff,-1.0169,52.071221
20,9,Great Britain,ERA,r,,1950,1,P.Walker,GBR,Silverstone,#ffffff,-1.0169,52.071221
21,9,Great Britain,ERA,r,,1950,1,T.Rolt,GBR,Silverstone,#ffffff,-1.0169,52.071221
22,8,Great Britain,ERA,r,,1950,1,L.Johnson,GBR,Silverstone,#ffffff,-1.0169,52.071221
23,34,Monaco,ALFA ROMEO,1,3:13:18.700,1950,2,J.M.Fangio,MCO,Monte Carlo,#ffccb3,7.424616,43.738418
24,40,Monaco,FERRARI,2,,1950,2,A.Ascari,MCO,Monte Carlo,#ffffff,7.424616,43.738418
25,48,Monaco,MASERATI,3,,1950,2,L.Chiron,MCO,Monte Carlo,#ffffff,7.424616,43.738418
26,42,Monaco,FERRARI,4,,1950,2,R.Sommer,MCO,Monte Carlo,#ffffff,7.424616,43.738418
27,50,Monaco,MASERATI,5,,1950,2,B.Bira,MCO,Monte Carlo,#ffffff,7.424616,43.738418
28,26,Monaco,ERA,6,,1950,2,B.Gerard,MCO,Monte Carlo,#ffffff,7.424616,43.738418
29,6,Monaco,TALBOT,7,,1950,2,J.Claes,MCO,Monte Carlo,#ffffff,7.424616,43.738418
30,38,Monaco,FERRARI,r,,1950,2,L.Villoresi,MCO,Monte Carlo,#ffffff,7.424616,43.738418
31,14,Monaco,TALBOT,r,,1950,2,P.Etancelin,MCO,Monte Carlo,#ffffff,7.424616,43.738418
32,2,Monaco,MASERATI,r,,1950,2,F.Gonzalez,MCO,Monte Carlo,#ffffff,7.424616,43.738418
33,36,Monaco,ALFA ROMEO,r,,1950,2,L.Fagioli,MCO,Monte Carlo,#ffffff,7.424616,43.738418
34,32,Monaco,ALFA ROMEO,r,,1950,2,G.Farina,MCO,Monte Carlo,#ffffff,7.424616,43.738418
35,16,Monaco,TALBOT,r,,1950,2,L.Rosier,MCO,Monte Carlo,#ffffff,7.424616,43.738418
36,10,Monaco,GORDINI,r,,1950,2,R.Manzon,MCO,Monte Carlo,#ffffff,7.424616,43.738418
37,8,Monaco,COOPER,r,,1950,2,H.Schell,MCO,Monte Carlo,#ffffff,7.424616,43.738418
38,52,Monaco,MASERATI,r,,1950,2,E.de Graffenried,MCO,Monte Carlo,#ffffff,7.424616,43.738418
39,12,Monaco,GORDINI,r,,1950,2,M.Trintignant,MCO,Monte Carlo,#ffffff,7.424616,43.738418
40,24,Monaco,ERA,r,,1950,2,C.Harrison,MCO,Monte Carlo,#ffffff,7.424616,43.738418
41,44,Monaco,MASERATI,r,,1950,2,F.Rol,MCO,Monte Carlo,#ffffff,7.424616,43.738418
42,4,Monaco,MASERATI,ns,,1950,2,A.Pian,MCO,Monte Carlo,#ffffff,7.424616,43.738418
43,28,Monaco,FERRARI,ns,,1950,2,P.Whitehead,MCO,Monte Carlo,#ffffff,7.424616,43.738418
44,1,Indianapolis,KURTIS KRAFT,1,2:46:55.970,1950,3,J.Parsons,USA,Indianapolis,#ffe6b3,-86.2401133,39.7951753
45,3,Indianapolis,DEIDT,2,,1950,3,B.Holland,USA,Indianapolis,#ffffff,-86.2401133,39.7951753
46,31,Indianapolis,DEIDT,3,,1950,3,M.Rose,USA,Indianapolis,#ffffff,-86.2401133,39.7951753
47,54,Indianapolis,KURTIS KRAFT,4,,1950,3,C.Green,USA,Indianapolis,#ffffff,-86.2401133,39.7951753
48,17,Indianapolis,KURTIS KRAFT,5,,1950,3,J.Chitwood,USA,Indianapolis,#ffffff,-86.2401133,39.7951753
49,17,Indianapolis,KURTIS KRAFT,5,,1950,3,T.Bettenhausen,USA,Indianapolis,#ffffff,-86.2401133,39.7951753
50,8,Indianapolis,MOORE,6,,1950,3,L.Wallard,USA,Indianapolis,#ffffff,-86.2401133,39.7951753
51,98,Indianapolis,KURTIS KRAFT,7,,1950,3,W.Faulkner,USA,Indianapolis,#ffffff,-86.2401133,39.7951753
52,5,Indianapolis,LESOVSKY,8,,1950,3,G.Connor,USA,Indianapolis,#ffffff,-86.2401133,39.7951753
53,7,Indianapolis,NICHELS,9,,1950,3,P.Russo,USA,Indianapolis,#ffffff,-86.2401133,39.7951753
54,59,Indianapolis,KURTIS KRAFT,10,,1950,3,P.Flaherty,USA,Indianapolis,#ffffff,-86.2401133,39.7951753
55,2,Indianapolis,MARCHESE,11,,1950,3,M.Fohr,USA,Indianapolis,#ffffff,-86.2401133,39.7951753
56,18,Indianapolis,STEVENS,12,,1950,3,D.Carter,USA,Indianapolis,#ffffff,-86.2401133,39.7951753
57,15,Indianapolis,KURTIS KRAFT,13,,1950,3,M.Hellings,USA,Indianapolis,#ffffff,-86.2401133,39.7951753
58,49,Indianapolis,KURTIS KRAFT,14,,1950,3,J.McGrath,USA,Indianapolis,#ffffff,-86.2401133,39.7951753
59,55,Indianapolis,LESOVSKY,15,,1950,3,T.Ruttman,USA,Indianapolis,#ffffff,-86.2401133,39.7951753
60,75,Indianapolis,LANGLEY,16,,1950,3,G.Hartley,USA,Indianapolis,#ffffff,-86.2401133,39.7951753
61,22,Indianapolis,EWING,17,,1950,3,J.Davies,USA,Indianapolis,#ffffff,-86.2401133,39.7951753
62,62,Indianapolis,KURTIS KRAFT,18,,1950,3,J.McDowell,USA,Indianapolis,#ffffff,-86.2401133,39.7951753
63,4,Indianapolis,KURTIS KRAFT,19,,1950,3,W.Brown,USA,Indianapolis,#ffffff,-86.2401133,39.7951753
64,21,Indianapolis,MASERATI,20,,1950,3,S.Webb,USA,Indianapolis,#ffffff,-86.2401133,39.7951753
65,81,Indianapolis,KURTIS KRAFT,21,,1950,3,J.Hoyt,USA,Indianapolis,#ffffff,-86.2401133,39.7951753
66,27,Indianapolis,RAE,22,,1950,3,W.Ader,USA,Indianapolis,#ffffff,-86.2401133,39.7951753
67,77,Indianapolis,OLSON,23,,1950,3,J.Holmes,USA,Indianapolis,#ffffff,-86.2401133,39.7951753
68,76,Indianapolis,WETTEROTH,24,,1950,3,J.Rathmann,USA,Indianapolis,#ffffff,-86.2401133,39.7951753
69,12,Indianapolis,MASERATI,r,,1950,3,H.Banks,USA,Indianapolis,#ffffff,-86.2401133,39.7951753
70,12,Indianapolis,MASERATI,r,,1950,3,F.Agabashian,USA,Indianapolis,#ffffff,-86.2401133,39.7951753
71,67,Indianapolis,SNOWBERGER,r,,1950,3,B.Schindler,USA,Indianapolis,#ffffff,-86.2401133,39.7951753
72,24,Indianapolis,ADMS,r,,1950,3,B.Levrett,USA,Indianapolis,#ffffff,-86.2401133,39.7951753
73,24,Indianapolis,ADMS,r,,1950,3,B.Cantrell,USA,Indianapolis,#ffffff,-86.2401133,39.7951753
74,28,Indianapolis,KURTIS KRAFT,r,,1950,3,F.Agabashian,USA,Indianapolis,#ffffff,-86.2401133,39.7951753
75,61,Indianapolis,KURTIS KRAFT,r,,1950,3,J.Jackson,USA,Indianapolis,#ffffff,-86.2401133,39.7951753
76,23,Indianapolis,KURTIS KRAFT,r,,1950,3,S.Hanks,USA,Indianapolis,#ffffff,-86.2401133,39.7951753
77,14,Indianapolis,DEIDT,r,,1950,3,T.Bettenhausen,USA,Indianapolis,#ffffff,-86.2401133,39.7951753
78,45,Indianapolis,WATSON,r,,1950,3,D.Rathmann,USA,Indianapolis,#ffffff,-86.2401133,39.7951753
79,69,Indianapolis,KURTIS KRAFT,r,,1950,3,D.Dinsmore,USA,Indianapolis,#ffffff,-86.2401133,39.7951753
80,16,Swiss,ALFA ROMEO,1,2:02:53.700,1950,4,G.Farina,CHE,Bremgarten,#ffccb3,7.447447,46.947974
81,12,Swiss,ALFA ROMEO,2,2:02:54.100,1950,4,L.Fagioli,CHE,Bremgarten,#ffffff,7.447447,46.947974
82,10,Swiss,TALBOT,3,,1950,4,L.Rosier,CHE,Bremgarten,#ffffff,7.447447,46.947974
83,30,Swiss,MASERATI,4,,1950,4,B.Bira,CHE,Bremgarten,#ffffff,7.447447,46.947974
84,34,Swiss,MASERATI,5,,1950,4,F.Bonetto,CHE,Bremgarten,#ffffff,7.447447,46.947974
85,32,Swiss,MASERATI,6,,1950,4,E.de Graffenried,CHE,Bremgarten,#ffffff,7.447447,46.947974
86,2,Swiss,MASERATI,7,,1950,4,N.Pagani,CHE,Bremgarten,#ffffff,7.447447,46.947974
87,44,Swiss,TALBOT,8,,1950,4,H.Schell,CHE,Bremgarten,#ffffff,7.447447,46.947974
88,26,Swiss,MASERATI,9,,1950,4,L.Chiron,CHE,Bremgarten,#ffffff,7.447447,46.947974
89,4,Swiss,TALBOT,10,,1950,4,J.Claes,CHE,Bremgarten,#ffffff,7.447447,46.947974
90,40,Swiss,MASERATI,11,,1950,4,T.Branca,CHE,Bremgarten,#ffffff,7.447447,46.947974
91,14,Swiss,ALFA ROMEO,r,,1950,4,J.M.Fangio,CHE,Bremgarten,#ffffff,7.447447,46.947974
92,42,Swiss,TALBOT,r,,1950,4,P.Etancelin,CHE,Bremgarten,#ffffff,7.447447,46.947974
93,20,Swiss,FERRARI,r,,1950,4,R.Sommer,CHE,Bremgarten,#ffffff,7.447447,46.947974
94,8,Swiss,TALBOT,r,,1950,4,E.Martin,CHE,Bremgarten,#ffffff,7.447447,46.947974
95,22,Swiss,FERRARI,r,,1950,4,L.Villoresi,CHE,Bremgarten,#ffffff,7.447447,46.947974
96,18,Swiss,FERRARI,r,,1950,4,A.Ascari,CHE,Bremgarten,#ffffff,7.447447,46.947974
97,6,Swiss,TALBOT,r,,1950,4,Y.Giraud-Cabantous,CHE,Bremgarten,#ffffff,7.447447,46.947974
98,10,Belgium,ALFA ROMEO,1,2:47:26.000,1950,5,J.M.Fangio,BEL,Spa-Francorchamps,#ffccb3,5.952214,50.454346
99,12,Belgium,ALFA ROMEO,2,2:47:40.000,1950,5,L.Fagioli,BEL,Spa-Francorchamps,#ffffff,5.952214,50.454346
100,14,Belgium,TALBOT,3,2:49:45.000,1950,5,L.Rosier,BEL,Spa-Francorchamps,#ffffff,5.952214,50.454346
101,8,Belgium,ALFA ROMEO,4,2:51:31.000,1950,5,G.Farina,BEL,Spa-Francorchamps,#ffffff,5.952214,50.454346
102,4,Belgium,FERRARI,5,,1950,5,A.Ascari,BEL,Spa-Francorchamps,#ffffff,5.952214,50.454346
103,2,Belgium,FERRARI,6,,1950,5,L.Villoresi,BEL,Spa-Francorchamps,#ffffff,5.952214,50.454346
104,22,Belgium,TALBOT,7,,1950,5,P.Levegh,BEL,Spa-Francorchamps,#ffffff,5.952214,50.454346
105,24,Belgium,TALBOT,8,,1950,5,J.Claes,BEL,Spa-Francorchamps,#ffffff,5.952214,50.454346
106,26,Belgium,ALTA　　,9,,1950,5,G.Crossley,BEL,Spa-Francorchamps,#ffffff,5.952214,50.454346
107,30,Belgium,MASERATI,10,,1950,5,T.Branca,BEL,Spa-Francorchamps,#ffffff,5.952214,50.454346
108,20,Belgium,TALBOT,r,,1950,5,E.Chaboud,BEL,Spa-Francorchamps,#ffffff,5.952214,50.454346
109,6,Belgium,TALBOT,r,,1950,5,R.Sommer,BEL,Spa-Francorchamps,#ffffff,5.952214,50.454346
110,16,Belgium,TALBOT,r,,1950,5,P.Etancelin,BEL,Spa-Francorchamps,#ffffff,5.952214,50.454346
111,18,Belgium,TALBOT,r,,1950,5,Y.Giraud-Cabantous,BEL,Spa-Francorchamps,#ffffff,5.952214,50.454346
112,6,France,ALFA ROMEO,1,2:57:52.800,1950,6,J.M.Fangio,FRA,Reims,#ffccb3,4.031696,49.258329
113,4,France,ALFA ROMEO,2,2:58:18.500,1950,6,L.Fagioli,FRA,Reims,#ffffff,4.031696,49.258329
114,14,France,FERRARI,3,,1950,6,P.Whitehead,FRA,Reims,#ffffff,4.031696,49.258329
115,44,France,GORDINI,4,,1950,6,R.Manzon,FRA,Reims,#ffffff,4.031696,49.258329
116,16,France,TALBOT,5,,1950,6,P.Etancelin,FRA,Reims,#ffffff,4.031696,49.258329
117,16,France,TALBOT,5,,1950,6,E.Chaboud,FRA,Reims,#ffffff,4.031696,49.258329
118,26,France,TALBOT,6,,1950,6,C.Pozzi,FRA,Reims,#ffffff,4.031696,49.258329
119,26,France,TALBOT,6,,1950,6,L.Rosier,FRA,Reims,#ffffff,4.031696,49.258329
120,2,France,ALFA ROMEO,r,,1950,6,G.Farina,FRA,Reims,#ffffff,4.031696,49.258329
121,18,France,TALBOT,8,,1950,6,Y.Giraud-Cabantous,FRA,Reims,#ffffff,4.031696,49.258329
122,22,France,TALBOT,r,,1950,6,P.Levegh,FRA,Reims,#ffffff,4.031696,49.258329
123,40,France,MASERATI,r,,1950,6,F.Bonetto,FRA,Reims,#ffffff,4.031696,49.258329
124,42,France,TALBOT,r,,1950,6,J.Claes,FRA,Reims,#ffffff,4.031696,49.258329
125,20,France,TALBOT,r,,1950,6,L.Rosier,FRA,Reims,#ffffff,4.031696,49.258329
126,32,France,MASERATI,r,,1950,6,R.Parnell,FRA,Reims,#ffffff,4.031696,49.258329
127,28,France,MASERATI,r,,1950,6,F.Rol,FRA,Reims,#ffffff,4.031696,49.258329
128,30,France,MASERATI,r,,1950,6,L.Chiron,FRA,Reims,#ffffff,4.031696,49.258329
129,34,France,MASERATI,r,,1950,6,D.Hampshire,FRA,Reims,#ffffff,4.031696,49.258329
130,12,France,TALBOT,r,,1950,6,R.Sommer,FRA,Reims,#ffffff,4.031696,49.258329
131,36,France,MASERATI,r,,1950,6,F.Gonzalez,FRA,Reims,#ffffff,4.031696,49.258329
132,24,France,TALBOT,ns,,1950,6,E.Chaboud,FRA,Reims,#ffffff,4.031696,49.258329
133,10,Italy,ALFA ROMEO,1,2:51:17.400,1950,7,G.Farina,ITA,Monza,#ffccb3,9.2584771,45.5796609
134,48,Italy,FERRARI,2,,1950,7,D.Serafini,ITA,Monza,#ffffff,9.2584771,45.5796609
135,48,Italy,FERRARI,2,2:52:36.000,1950,7,A.Ascari,ITA,Monza,#ffffff,9.2584771,45.5796609
136,36,Italy,ALFA ROMEO,3,2:52:53.000,1950,7,L.Fagioli,ITA,Monza,#ffffff,9.2584771,45.5796609
137,58,Italy,TALBOT,4,,1950,7,L.Rosier,ITA,Monza,#ffffff,9.2584771,45.5796609
138,24,Italy,TALBOT,5,,1950,7,P.Etancelin,ITA,Monza,#ffffff,9.2584771,45.5796609
139,38,Italy,MASERATI,6,,1950,7,E.de Graffenried,ITA,Monza,#ffffff,9.2584771,45.5796609
140,8,Italy,FERRARI,7,,1950,7,P.Whitehead,ITA,Monza,#ffffff,9.2584771,45.5796609
141,50,Italy,MASERATI,r,,1950,7,D.Murray,ITA,Monza,#ffffff,9.2584771,45.5796609
142,32,Italy,ERA,r,,1950,7,C.Harrison,ITA,Monza,#ffffff,9.2584771,45.5796609
143,12,Italy,TALBOT,r,,1950,7,R.Sommer,ITA,Monza,#ffffff,9.2584771,45.5796609
144,40,Italy,TALBOT,r,,1950,7,G.Mairesse,ITA,Monza,#ffffff,9.2584771,45.5796609
145,4,Italy,MASERATI,r,,1950,7,F.Rol,ITA,Monza,#ffffff,9.2584771,45.5796609
146,60,Italy,ALFA ROMEO,r,,1950,7,P.Taruffi,ITA,Monza,#ffffff,9.2584771,45.5796609
147,60,Italy,ALFA ROMEO,r,,1950,7,J.M.Fangio,ITA,Monza,#ffffff,9.2584771,45.5796609
148,56,Italy,TALBOT,r,,1950,7,P.Levegh,ITA,Monza,#ffffff,9.2584771,45.5796609
149,18,Italy,ALFA ROMEO,r,,1950,7,J.M.Fangio,ITA,Monza,#ffffff,9.2584771,45.5796609
150,2,Italy,TALBOT,r,,1950,7,J.Claes,ITA,Monza,#ffffff,9.2584771,45.5796609
151,16,Italy,FERRARI,r,,1950,7,A.Ascari,ITA,Monza,#ffffff,9.2584771,45.5796609
152,22,Italy,FERRARI,r,,1950,7,C.Biondetti,ITA,Monza,#ffffff,9.2584771,45.5796609
153,64,Italy,TALBOT,r,,1950,7,H.Louveau,ITA,Monza,#ffffff,9.2584771,45.5796609
154,62,Italy,MASERATI,r,,1950,7,F.Comotti,ITA,Monza,#ffffff,9.2584771,45.5796609
155,6,Italy,MASERATI,r,,1950,7,L.Chiron,ITA,Monza,#ffffff,9.2584771,45.5796609
156,42,Italy,GORDINI,r,,1950,7,M.Trintignant,ITA,Monza,#ffffff,9.2584771,45.5796609
157,46,Italy,ALFA ROMEO,r,,1950,7,C.Sanesi,ITA,Monza,#ffffff,9.2584771,45.5796609
158,44,Italy,GORDINI,r,,1950,7,R.Manzon,ITA,Monza,#ffffff,9.2584771,45.5796609
159,30,Italy,MASERATI,r,,1950,7,B.Bira,ITA,Monza,#ffffff,9.2584771,45.5796609
160,28,Italy,MASERATI,r,,1950,7,P.Pietsch,ITA,Monza,#ffffff,9.2584771,45.5796609
161,52,Italy,MILANO,ns,,1950,7,F.Bonetto,ITA,Monza,#ffffff,9.2584771,45.5796609
162,24,Swiss,ALFA ROMEO,1,2:07:53.640,1951,1,J.M.Fangio,CHE,Bremgarten,#ffccb3,7.447447,46.947974
163,44,Swiss,FERRARI,2,2:08:48.880,1951,1,P.Taruffi,CHE,Bremgarten,#ffffff,7.447447,46.947974
164,22,Swiss,ALFA ROMEO,3,2:09:12.950,1951,1,G.Farina,CHE,Bremgarten,#ffffff,7.447447,46.947974
165,28,Swiss,ALFA ROMEO,4,,1951,1,C.Sanesi,CHE,Bremgarten,#ffffff,7.447447,46.947974
166,26,Swiss,ALFA ROMEO,5,,1951,1,E.de Graffenried,CHE,Bremgarten,#ffffff,7.447447,46.947974
167,20,Swiss,FERRARI,6,,1951,1,A.Ascari,CHE,Bremgarten,#ffffff,7.447447,46.947974
168,30,Swiss,MASERATI,7,,1951,1,L.Chiron,CHE,Bremgarten,#ffffff,7.447447,46.947974
169,14,Swiss,HWM,8,,1951,1,S.Moss,CHE,Bremgarten,#ffffff,7.447447,46.947974
170,8,Swiss,TALBOT,9,,1951,1,L.Rosier,CHE,Bremgarten,#ffffff,7.447447,46.947974
171,4,Swiss,TALBOT,10,,1951,1,P.Etancelin,CHE,Bremgarten,#ffffff,7.447447,46.947974
172,38,Swiss,FERRARI,11,,1951,1,R.Fischer,CHE,Bremgarten,#ffffff,7.447447,46.947974
173,32,Swiss,MASERATI,12,,1951,1,H.Schell,CHE,Bremgarten,#ffffff,7.447447,46.947974
174,16,Swiss,FERRARI,r,,1951,1,P.Whitehead,CHE,Bremgarten,#ffffff,7.447447,46.947974
175,2,Swiss,TALBOT,13,,1951,1,J.Claes,CHE,Bremgarten,#ffffff,7.447447,46.947974
176,40,Swiss,TALBOT,14,,1951,1,G.Mairesse,CHE,Bremgarten,#ffffff,7.447447,46.947974
177,10,Swiss,TALBOT,r,,1951,1,H.Louveau,CHE,Bremgarten,#ffffff,7.447447,46.947974
178,12,Swiss,HWM,r,,1951,1,G.Abecassis,CHE,Bremgarten,#ffffff,7.447447,46.947974
179,6,Swiss,TALBOT,r,,1951,1,Y.Giraud-Cabantous,CHE,Bremgarten,#ffffff,7.447447,46.947974
180,18,Swiss,FERRARI,r,,1951,1,L.Villoresi,CHE,Bremgarten,#ffffff,7.447447,46.947974
181,42,Swiss,TALBOT,r,,1951,1,F.Gonzalez,CHE,Bremgarten,#ffffff,7.447447,46.947974
182,52,Swiss,VERITAS,r,,1951,1,P.Hirt,CHE,Bremgarten,#ffffff,7.447447,46.947974
183,99,Indianapolis,KURTIS KRAFT,1,3:57:38.050,1951,2,L.Wallard,USA,Indianapolis,#ffe6b3,-86.2401133,39.7951753
184,83,Indianapolis,KURTIS KRAFT,2,3:59:25.293,1951,2,M.Nazaruk,USA,Indianapolis,#ffffff,-86.2401133,39.7951753
185,9,Indianapolis,KURTIS KRAFT,3,,1951,2,J.McGrath,USA,Indianapolis,#ffffff,-86.2401133,39.7951753
186,9,Indianapolis,KURTIS KRAFT,3,,1951,2,M.Ayulo,USA,Indianapolis,#ffffff,-86.2401133,39.7951753
187,57,Indianapolis,SHERMAN,4,,1951,2,A.Linden,USA,Indianapolis,#ffffff,-86.2401133,39.7951753
188,52,Indianapolis,SHHROEDER,5,,1951,2,B.Ball,USA,Indianapolis,#ffffff,-86.2401133,39.7951753
189,1,Indianapolis,MOORE,6,,1951,2,H.Banks,USA,Indianapolis,#ffffff,-86.2401133,39.7951753
190,68,Indianapolis,KURTIS KRAFT,7,,1951,2,C.Forberg,USA,Indianapolis,#ffffff,-86.2401133,39.7951753
191,27,Indianapolis,DEIDT,8,,1951,2,D.Carter,USA,Indianapolis,#ffffff,-86.2401133,39.7951753
192,5,Indianapolis,DEIDT,r,,1951,2,T.Bettenhausen,USA,Indianapolis,#ffffff,-86.2401133,39.7951753
193,18,Indianapolis,KURTIS KRAFT,r,,1951,2,D.Nalon,USA,Indianapolis,#ffffff,-86.2401133,39.7951753
194,69,Indianapolis,KURTIS KRAFT,r,,1951,2,G.Force,USA,Indianapolis,#ffffff,-86.2401133,39.7951753
195,25,Indianapolis,KURTIS KRAFT,r,,1951,2,S.Hanks,USA,Indianapolis,#ffffff,-86.2401133,39.7951753
196,10,Indianapolis,KURTIS KRAFT,r,,1951,2,B.Schindler,USA,Indianapolis,#ffffff,-86.2401133,39.7951753
197,16,Indianapolis,DEIDT,r,,1951,2,M.Rose,USA,Indianapolis,#ffffff,-86.2401133,39.7951753
198,2,Indianapolis,KUZMA,r,,1951,2,W.Faulkner,USA,Indianapolis,#ffffff,-86.2401133,39.7951753
199,76,Indianapolis,PAWL,r,,1951,2,J.Davies,USA,Indianapolis,#ffffff,-86.2401133,39.7951753
200,59,Indianapolis,KURTIS KRAFT,r,,1951,2,F.Agabashian,USA,Indianapolis,#ffffff,-86.2401133,39.7951753
201,73,Indianapolis,KURTIS KRAFT,r,,1951,2,C.Scarborough,USA,Indianapolis,#ffffff,-86.2401133,39.7951753
202,71,Indianapolis,KURTIS KRAFT,r,,1951,2,B.Mackey,USA,Indianapolis,#ffffff,-86.2401133,39.7951753
203,8,Indianapolis,MARCHESE,r,,1951,2,C.Stevenson,USA,Indianapolis,#ffffff,-86.2401133,39.7951753
204,3,Indianapolis,KURTIS KRAFT,r,,1951,2,J.Parsons,USA,Indianapolis,#ffffff,-86.2401133,39.7951753
205,4,Indianapolis,KURTIS KRAFT,r,,1951,2,C.Green,USA,Indianapolis,#ffffff,-86.2401133,39.7951753
206,98,Indianapolis,KURTIS KRAFT,r,,1951,2,T.Ruttman,USA,Indianapolis,#ffffff,-86.2401133,39.7951753
207,6,Indianapolis,SHHROEDER,r,,1951,2,D.Dinsmore,USA,Indianapolis,#ffffff,-86.2401133,39.7951753
208,32,Indianapolis,KURTIS KRAFT,r,,1951,2,C.Miller,USA,Indianapolis,#ffffff,-86.2401133,39.7951753
209,44,Indianapolis,KURTIS KRAFT,r,,1951,2,W.Brown,USA,Indianapolis,#ffffff,-86.2401133,39.7951753
210,48,Indianapolis,BROMME,r,,1951,2,R.Ward,USA,Indianapolis,#ffffff,-86.2401133,39.7951753
211,23,Indianapolis,KURTIS KRAFT,r,,1951,2,C.Griffith,USA,Indianapolis,#ffffff,-86.2401133,39.7951753
212,81,Indianapolis,TREVIS,r,,1951,2,B.Vukovich,USA,Indianapolis,#ffffff,-86.2401133,39.7951753
213,22,Indianapolis,LESOVSKY,r,,1951,2,G.Connor,USA,Indianapolis,#ffffff,-86.2401133,39.7951753
214,19,Indianapolis,DEIDT,r,,1951,2,M.Hellings,USA,Indianapolis,#ffffff,-86.2401133,39.7951753
215,12,Indianapolis,MASERATI,r,,1951,2,J.McDowell,USA,Indianapolis,#ffffff,-86.2401133,39.7951753
216,26,Indianapolis,WATSON,r,,1951,2,J.James,USA,Indianapolis,#ffffff,-86.2401133,39.7951753
217,4,Belgium,ALFA ROMEO,1,2:45:46.200,1951,3,G.Farina,BEL,Spa-Francorchamps,#ffccb3,5.952214,50.454346
218,8,Belgium,FERRARI,2,2:48:37.200,1951,3,A.Ascari,BEL,Spa-Francorchamps,#ffffff,5.952214,50.454346
219,10,Belgium,FERRARI,3,2:50:08.100,1951,3,L.Villoresi,BEL,Spa-Francorchamps,#ffffff,5.952214,50.454346
220,14,Belgium,TALBOT,4,,1951,3,L.Rosier,BEL,Spa-Francorchamps,#ffffff,5.952214,50.454346
221,22,Belgium,TALBOT,5,,1951,3,Y.Giraud-Cabantous,BEL,Spa-Francorchamps,#ffffff,5.952214,50.454346
222,24,Belgium,TALBOT,6,,1951,3,A.Pilette,BEL,Spa-Francorchamps,#ffffff,5.952214,50.454346
223,16,Belgium,TALBOT,7,,1951,3,J.Claes,BEL,Spa-Francorchamps,#ffffff,5.952214,50.454346
224,26,Belgium,TALBOT,8,,1951,3,P.Levegh,BEL,Spa-Francorchamps,#ffffff,5.952214,50.454346
225,2,Belgium,ALFA ROMEO,9,,1951,3,J.M.Fangio,BEL,Spa-Francorchamps,#ffffff,5.952214,50.454346
226,18,Belgium,TALBOT,r,,1951,3,L.Chiron,BEL,Spa-Francorchamps,#ffffff,5.952214,50.454346
227,6,Belgium,ALFA ROMEO,r,,1951,3,C.Sanesi,BEL,Spa-Francorchamps,#ffffff,5.952214,50.454346
228,12,Belgium,FERRARI,r,,1951,3,P.Taruffi,BEL,Spa-Francorchamps,#ffffff,5.952214,50.454346
229,20,Belgium,TALBOT,r,,1951,3,P.Etancelin,BEL,Spa-Francorchamps,#ffffff,5.952214,50.454346
